ID,Ingredients,Cuisine
1675,"freshly ground black pepper, green lentils, chopped tomatoes, vegetable stock, olive oil, garlic cloves, onion, fresh basil, salt, pecorino cheese",Italian
1676,"water, lamb shanks, medium onion, large carrots, bay leaf, cannellini, extra virgin olive oil, kosher salt, fennel bulb, garlic cloves, medium tomato, freshly ground black pepper, chicken stock, dry white wine",Italian
1677,"fresh basil, garlic, sea salt, sun dried tomatoes, freshly ground black pepper, unsalted butter, grated Parmesan cheese, squid ink",Italian
1678,"salt, olive oil, salt, cumin, shrimp, spaghetti, sun dried tomatoes, pepper, red onion, chicken stock, butter, tomato sauce, pepper, garlic",Italian
1679,"dried oregano, dried basil, dried thyme, kosher salt, olive oil, freshly ground pepper, bread dough",Italian
1680,"ground turkey, seasoned bread crumbs, mozzarella cheese, pasta sauce, ground beef, ricotta cheese, egg",Italian
1681,"unsalted butter, freshly grated Parmesan, dry white wine, kosher salt, garlic, cherry tomatoes, black pepper, shallot, olive oil, linguine, Italian parsley",Italian
1682,"unsalted butter, baking powder, confectioners’ sugar, large eggs, vanilla extract, all purpose flour, granulated sugar",Italian
1683,"sugar, italian seasoning, active dry yeast, olive oil, cornmeal, all purpose flour, salt, warm water",Italian
1684,"pepperoni, ground beef, green bell pepper, diced tomatoes, shredded mozzarella cheese, water, ramen noodle soup mix",Italian
1685,"baking powder, milk, all-purpose flour, vegetable oil, eggs, granulated sugar, lemon",Italian
1686,"boneless skinless chicken breast halves, shallots, lemon juice, all-purpose flour, Bertolli® Classico Olive Oil, finely chopped fresh parsley, fresh thyme leaves, eggs, Bertolli® Alfredo Sauce, grated lemon peel",Italian
1687,"pepper, chopped onion, shredded mozzarella cheese, fresh spinach, cream cheese, garlic, garlic salt, milk, grated Parmesan cheese, artichoke hearts, italian seasoning, sour cream",Italian
1688,"shredded cheddar cheese, bow tie pasta, Italian parsley, onion, beef broth, water, olive oil, italian seasoning, tomato paste, medium zucchini, ground turkey, garlic, petite diced tomatoes",Italian
1689,"pepper, sourdough bread, lemon, lemon, asparagus, salt, sea salt, ricotta, extra-virgin olive oil",Italian
1690,"frozen pound cake, almond liqueur, sugar, brewed coffee, frozen whipped topping, cocoa powder, cream cheese",Italian
1691,"grated Parmesan cheese, italian seasoning, italian style meatballs, Pillsbury Grands! Jr. Golden Layers refrigerated buttermilk biscuits, garlic powder, marinara sauce, string cheese",Italian
1692,"dried basil, fresh mozzarella cheese, salt, bread, Roma tomatoes, pepper, extra-virgin olive oil",Italian
1693,"Italian seasoning, Italian seasoning, crushed tomatoes, bread, ground black pepper, mozzarella cheese, sugar, lukewarm water, fresh parsley, chopped, black pepper, turkey meat, salt, olive oil, salt, crushed red pepper flakes, grated romano cheese, egg, garlic cloves",Italian
1694,"refrigerated biscuit dough, dried parsley, mozzarella string cheese sticks, mozzarella cheese, Italian seasoning, finely chopped fresh parsley, garlic powder, unsalted butter",Italian
1695,"basil pesto, egg, cooked chicken, chicken broth, Parmesan cheese, greek yogurt, butter, flour, salt, fresh spinach, garlic, milk, small onion, pepper, dried basil, olive oil, ricotta cheese, mozzarella cheese, no boil lasagna noodles",Italian
1696,"dry white wine, garlic, garlic salt, vegetable broth, extra virgin olive oil, Parmesan cheese, dried basil, petite diced tomatoes, zucchini, crushed red pepper, white mushrooms, ground black pepper, lasagna noodles, kosher salt, tomato sauce, diced yellow onion, Italian seasoning",Italian
1697,"grated Parmesan, kosher salt, red pepper flakes, garlic clove, bucatini, oregano, walnuts, extra virgin olive oil, lemon zest, ricotta",Italian
1698,"large eggs, garlic, salt, parmigiano reggiano cheese, extra virgin olive oil, freshly ground pepper, ricotta cheese, frozen chopped spinach, nutmeg",Italian
1699,"oil-packed sun-dried tomatoes, fine grain sea salt, black olives, ground black pepper, olive oil, grated Parmesan cheese, zucchini, dried parsley, red pepper flakes, shredded mozzarella cheese, dried oregano, dried basil, red bell pepper",Italian
1700,"freshly ground black pepper, Italian seasoning, Dijon mustard, dried oregano, kosher salt, red wine vinegar, granulated sugar, crushed red pepper flakes, extra virgin olive oil",Italian
1701,"kosher salt, Alfredo sauce, Italian seasoning, boneless chicken breasts, baby spinach, olive oil, ground pepper, grated Parmesan cheese, sun dried tomatoes, garlic",Italian
1702,"thyme sprigs, kalamata olives, linguine, red pepper flakes, chopped parsley, capers, Roma tomatoes, garlic cloves, anchovies, salt, pepper, olive oil",Italian
1703,"spinach, heavy cream, Tuttorosso Diced Tomatoes, garlic, low sodium vegetable broth, celery rib, cheese tortellini, medium yellow onion, olive oil, fresh basil, olive oil, large carrot, sea salt, dried Italian herbs, Parmesan cheese",Italian
1704,"red wine, pepper, beef blade roast, garlic, olive oil, fresh basil leaves, bay leaf, tomato paste, salt, Italian tomatoes, beef broth, onion, parsley",Italian
1705,"black pepper, grated mozzarella cheese, dried oregano, olive oil, salt, garlic, fresh gnocchi, dried basil, Italian sausage, fresh parsley, diced tomatoes, heavy cream",Italian
1706,"lasagna noodles, shredded mozzarella cheese, grated Parmesan cheese, spaghetti sauce, ricotta cheese, spinach, pork sausage",Italian
1707,"instant yeast, milk, bread flour, instant yeast, salt, olive oil, water, bread flour, water, water",Italian
1708,"red bell pepper, marinara sauce, zucchini, shredded mozzarella cheese, large egg, mushrooms, dried basil, dried oregano, garlic, red pepper flakes, yellow squash, grated Parmesan cheese, ricotta cheese, red onion, carrots, Parmesan cheese, olive oil",Italian
1709,"pizza crust, extra-virgin olive oil, mozzarella cheese, salt, tomato sauce, italian sausage, roasted red pepper, fresh basil",Italian
1710,"black pepper, fresh parsley, grated Parmesan cheese, sea salt, tomato sauce, eggs, spaghetti, mozzarella cheese, butter, tomatoes, extra-virgin olive oil, black olives, ricotta cheese",Italian
1711,"beef broth, red wine, onions, garlic cloves, red pepper flakes, salt, pepper, italian seasoning, beef roast",Italian
1712,"fresh spinach, loosely packed fresh basil leaves, garlic, olive oil, mozzarella, pine nuts, Parmesan cheese, salt, part skim ricotta, sweet potatoes, basil, black pepper, lasagna noodles",Italian
1713,"kosher salt, grated Parmesan cheese, garlic cloves, shallot, fresh sage, ground sage, arborio rice, freshly ground black pepper, white wine, butternut squash, butter olive oil, thin-sliced prosciutto, chicken",Italian
1714,"grape tomatoes, corn kernels, dried blueberries, asiago cheese, pine nuts, lettuce, couscous",Italian
1715,"kosher salt, fresh parsley, red pepper flakes, linguine pasta, ground pepper, sweet Spanish paprika, basil leaves, garlic cloves, pecorino romano cheese, grated Parmesan cheese, prosciutto, large eggs, Campari tomatoes, egg yolk, Greek extra virgin olive oil, dried oregano",Italian
1716,"garlic cloves, fennel seeds, fresh thyme, San Marzano tomatoes, olive oil, fresh basil leaves, pepperoncino",Italian
1717,"eggs, grated Parmesan cheese, shredded mozzarella cheese, eggs, basil leaves, spaghetti, nonstick cooking spray, grated Parmesan cheese, marinara sauce, spaghetti, shredded mozzarella cheese, basil leaves, marinara sauce, nonstick cooking spray",Italian
1718,"fresh parsley, freshly cracked black pepper, large potatoes, extra virgin olive oil, grana padano cheese, sea salt, eggs",Italian
1719,"Wish-Bone Italian Dressing, flour tortillas, provolone cheese, red bell pepper, chicken, prosciutto",Italian
1720,"pitted black olives, pepper, grated Parmesan cheese, garlic, salt, medium zucchini, orange pepper, small onion, grape tomatoes, fresh oregano leaves, marjoram leaves, Crisco Pure Vegetable Oil",Italian
1721,"pepper, garlic, oregano, salt, balsamic vinegar, parsley, basil, olive oil",Italian
1722,"pork shoulder, rosemary, bay leaves, grated orange zest, coarse salt, olive oil, red pepper flakes, garlic, pancetta, fennel seed, black peppercorns, coriander, red wine vinegar, pork skin",Italian
1723,"garlic, diced tomatoes, extra-virgin olive oil, sugar, kosher salt, vidalia onion, freshly ground black pepper, italian seasoning",Italian
1724,"fresh ground black pepper, virgin olive oil, fine sea salt, tomatoes, mozzarella, fresh basil",Italian
1725,"fresh basil, tomato, fresh mozzarella, ham, salami, pepperoni, pesto, sandwich",Italian
1726,"olive oil, salt, diced tomatoes, fresh basil, grated Parmesan cheese, garlic powder, marinara sauce, Italian seasoning, noodles, lean ground beef, warm water",Italian
1727,"skinless boneless chicken breast halves, penne, grated Monterey Jack cheese, broccoli florets, red bell pepper, olive oil, grated Parmesan cheese, whipping cream",Italian
1728,"kosher salt, grated Parmesan cheese, red onion, red pepper flakes, extra virgin olive oil, dried oregano, baguette, garlic, eggs, chickpeas, fresh basil, tomato pasta sauce, baby spinach",Italian
1729,"extra-virgin olive oil, brown sugar, sea salt, chopped tomatoes, cracked black pepper, red wine, rosemary leaves, garlic, dried chorizo, buffalo mozzarella, chilli flakes, tagliatelle",Italian
1730,"extra-virgin olive oil, chopped parsley, walnuts, dry red wine, garlic cloves, parmigiano reggiano cheese, freshly ground black pepper, water, salt, crushed red pepper, spaghetti",Italian
1731,"garlic cloves, sausage casings, salt, dried basil, shredded mozzarella cheese, pasta, part skim ricotta cheese, crushed red pepper flakes, pasta sauce",Italian
1732,"basil, olive oil, low sodium chicken broth, butter, spaghetti, grated Parmesan cheese, milk, flour, garlic cloves, dried parsley, shredded mozzarella cheese, dried oregano, chicken bouillon, cream cheese, pepper, chiffonade, onion, grated Parmesan cheese, Roma tomatoes, fresh basil",Italian
1733,"red pepper flakes, dried basil, salt, olive oil, dried parsley, dried oregano, white wine vinegar, pepper, garlic cloves",Italian
1734,"dried oregano, caster sugar, garlic cloves, italian seasoning, ground pepper, salt, extra virgin olive oil, grated romano cheese, fresh lemon juice, fresh lemons",Italian
1735,"dried thyme, dried oregano, dried marjoram, dried parsley, dried rosemary, dried sage, dried basil",Italian
1736,"garlic, fresh basil leaves, grated Parmesan cheese, extra-virgin olive oil, pine nuts, lemon",Italian
1737,"salt, black pepper, tomato sauce, penne pasta, garlic bread, dried oregano, fresh basil leaves, grated Parmesan cheese, chilli flakes, zucchini, olive oil, olive oil",Italian
1738,"olive oil, balsamic glaze, large garlic cloves, red onion, Roma tomatoes, mozzarella cheese, black pepper, baguette, fresh basil, salt",Italian
1739,"whole milk ricotta cheese, kosher salt, pepper, cherry tomatoes, extra-virgin olive oil, fresh basil leaves, baguette",Italian
1740,"onion, salt, milk, grated Parmesan, pepper, minced beef, tagliatelle, extra virgin olive oil, beef stock, carrots, peeled tomatoes, minced pork, red wine, celery stalks",Italian
1741,"oregano, lean ground beef, celery, milk, rubbed sage, crushed tomatoes, ground pork, salt, garlic, butter, carrot, dry white wine, red pepper flakes, penne pasta, black pepper, bacon, onion, nutmeg, beef consomme, olive oil",Italian
1742,"bulk italian sausage, pasta, ricotta cheese, marinara sauce, garlic cloves, italian seasoning, red pepper flakes, shredded mozzarella cheese, olive oil, onion, grated Parmesan cheese, fresh basil",Italian
1743,"parmigiano-reggiano, fresh parsley, eggs, heavy cream, ricotta cheese, olive oil",Italian
1744,"Italian seasoning, chopped onion, Parmesan cheese, Italian bread crumbs, zucchini, plum tomatoes, italian blend cheese, garlic powder, black pepper, canola oil",Italian
1745,"black olives, garlic, anchovy paste, red peppers, capers, onion, diced tomatoes, gnocchi, green pepper, freshly grated Parmesan, salt, italian seasoning, chopped parsley",Italian
1746,"fresh yeast, salt, mozzarella cheese, basil leaves, canned tomatoes, water, flour, salt, extra-virgin olive oil",Italian
1747,"ground pork sausage, onion, beef broth, Bertolli Tomato & Basil Sauce, sugar, diced tomatoes, basil, garlic, spinach, cheese ravioli, half and half",Italian
1748,"all-purpose flour, fresh basil, low fat milk, extra-virgin olive oil, mascarpone cheese, parmigiano reggiano, salt, linguine, ground black pepper",Italian
1749,"grated Parmesan cheese, tomatoes, olive oil, italian sweet sausage, garlic, pasta, spicy sausage, yellow onion, salt",Italian
1750,"minced garlic, Johnsonville® Mild Italian Sausage, carrots, diced onion, bread crumbs, escarole, chicken broth, pasta, grated Parmesan, egg, meatballs",Italian
1751,"medium carrots, garlic, fresh ground black pepper, basil leaves, red chile flakes, raw honey, olive oil, fresh oregano, white onion, sea salt, tomato paste, celery ribs, Roma tomatoes",Italian
1752,"San Marzano tomatoes, salt, spaghetti, extra-virgin olive oil, grated pecorino, freshly ground black pepper, dry white wine, red pepper flakes, guanciale",Italian
1753,"prosciutto, heavy cream, linguini, nutmeg, pasta water, milk, all purpose flour, parmigiano reggiano cheese, fresh rosemary, Fontina cheese, swiss cheese, gorgonzola cheese, black pepper",Italian
1754,"kosher salt, cold water, shiitake mushrooms, prosciutto ham, extra virgin olive oil, all purpose flour, eggs, lemon, grated Parmesan cheese, whole milk ricotta cheese, parsley leaves, asparagus stalks, garlic, cracked pepper, burrata cheese",Italian
1755,"crushed red pepper flakes, crushed tomatoes, freshly ground black pepper, ketchup, fresh flat leaf parsley, ground veal, olive oil, bucatini, italian style bread crumbs, kosher salt, freshly ground black pepper, yellow onion, kosher salt, grated Parmesan cheese, ground beef, garlic cloves, garlic cloves, crushed red pepper flakes, pancetta, onion, large egg, pecorino romano, smoked mozzarella cheese",Italian
1756,"ground black pepper, sundried tomatoes, Dijon mustard, cherry tomatoes, honey, cucumber, finely chopped fresh parsley, roasted red peppers, farro, red wine vinegar, crumbled feta cheese, petite peas, kosher salt, extra-virgin olive oil, kosher salt, dried oregano",Italian
1757,"russet potatoes, kosher salt, milk, unsalted butter, ground black pepper, shredded mozzarella cheese, grated Parmesan cheese, pasta sauce, garlic salt",Italian
1758,"freshly ground black pepper, heavy cream, chopped fresh basil, eggs, ricotta, fresh spinach, dry white wine, salt, unsalted butter, freshly grated Parmesan, salt, freshly grated Parmesan, all purpose flour, chopped walnuts, minced garlic, freshly grated nutmeg, milk, shallots, olive oil, egg yolk, salt",Italian
1759,"grated Parmesan cheese, black pepper, salt, raw almonds, extra-virgin olive oil, Italian parsley, lemon juice, garlic cloves",Italian
1760,"pecorino romano cheese, crushed tomatoes, plain dry bread crumbs, large garlic cloves, eggs, sweet italian sausage, ground round",Italian
1761,"rosemary, salt, freshly ground pepper, beef broth, basil, beef, garlic, thyme, onion, oregano, stew meat, marjoram, arborio rice, dry white wine, unsalted butter",Italian
1762,"fresh rosemary, onions, Italian plum tomatoes, olive oil, tomato puree, seasoning, cold water, garlic, bay leaf",Italian
1763,"potato gnocchi, Parmigiano Reggiano, Italian parsley, cherry tomatoes, panko breadcrumbs, garlic, DeLallo Extra Virgin Olive Oil",Italian
1764,"deli ham, full fat cream cheese, tomato tortillas, pepperoni, Roma tomatoes, provolone cheese, pepperoncini, sliced salami, Italian seasoning, roasted red bell peppers, romaine lettuce",Italian
1765,"active dry yeast, salt, olive oil, flour, nigella seeds, warm water, sugar",Italian
1766,"ground pepper, extra virgin olive oil, broccoli rabe, fine sea salt, pepper flakes, spinach, eggs, yellow onion, grated Parmesan cheese, garlic",Italian
1767,"garlic cloves, guanciale, dry white wine, large eggs, flat leaf Italian parsley, pecorino cheese, parmigiano reggiano cheese, extra virgin olive oil, sea salt, spaghetti, coarsely ground black pepper, red pepper flakes",Italian
1768,"penne pasta, heavy cream, kosher salt, extra virgin olive oil, spinach, freshly ground pepper, walnuts, mushrooms, Parmesan cheese, lemon juice",Italian
1769,"Italian parsley, penne pasta, Parmesan cheese, extra-virgin olive oil, garlic cloves, peperoncini, canned tomatoes",Italian
1770,"fat-free chicken broth, romano cheese, water, extra-virgin olive oil, arborio rice, baby spinach",Italian
1771,"skinless boneless chicken breasts, salt, chicken broth, grated Parmesan cheese, shredded mozzarella cheese, finely chopped fresh parsley, olive oil, tomato",Italian
1772,"salt, olive oil, pecorino romano, fat free ricotta, reduced fat mozzarella, fresh parsley, eggplant, medium egg, tomato sauce",Italian
1773,"wonton wrappers, nonstick cooking spray, grated Parmesan cheese, eggs, fresh basil, marinara sauce",Italian
1774,"garlic cloves, red potatoes, rosemary, sage leaves, oregano, olive oil, olive oil, fresh herbs, black pepper, salt, Italian flat leaf parsley, chili pepper",Italian
1775,"chopped fresh herbs, garlic, ground black pepper, balsamic vinegar, salt, olive oil, eggplant",Italian
1776,"spaghetti, pecorino romano, heavy cream, extra-virgin olive oil, black pepper, salt",Italian
1777,"hard boiled eggs, pancetta, pesto, salt, grated Parmesan cheese, pepper, mayo",Italian
1778,"garlic, fresh basil, fresh thyme leaves, sea salt, aleppo pepper, pasta, fresh tomatoes, grated Parmesan cheese, extra-virgin olive oil",Italian
1779,"mozzarella, Parmesan, garlic, potatoes, flour, egg yolk, basil, tomatoes, salt, olive oil, salt",Italian
1780,"all purpose flour, mushrooms, olives, marinara sauce, pizza toppings, yeast, olive oil, shredded mozzarella cheese, salt, warm water",Italian
1781,"sea salt, dried yeast, extra-virgin olive oil, strong white flour, thyme, cherry tomatoes, sea salt, water",Italian
1782,"penne pasta, salt, heavy cream, sun dried tomatoes, garlic, Italian seasoning, Parmesan cheese, onion, fresh spinach, olive oil, chicken broth low sodium, chicken breasts boneless",Italian
1783,"fresh parsley, Parmesan cheese, unsalted butter, sea salt, baguette, lemon zest, extra-virgin olive oil, garlic",Italian
1784,"prosciutto, refrigerated pizza dough, soft fresh goat cheese, mozzarella cheese, garlic clove, extra-virgin olive oil, chopped fresh thyme",Italian
1785,"ground black pepper, dried oregano, garlic powder, grated Parmesan cheese, dried thyme, olive oil, dried basil, salt, active dry yeast, water, white sugar, vegetable oil, flour, mozzarella",Italian
1786,"parsley flakes, white wine, minced garlic, medium shrimp, olive oil, celery, onion, grated Parmesan cheese, pasta",Italian
1787,"hot Italian sausage, homemade chicken stock, grated Parmesan cheese, salt, kale leaves, large garlic cloves, rotini pasta, olive oil, red pepper flakes",Italian
1788,"olive oil, chili flakes, dough, rosemary, rosemary, olive oil, Parmesan cheese, Italian sausages, flaky sea salt, olive oil, chili flakes, flaky sea salt, waxy potatoes, flaky sea salt, dough, olive oil, waxy potatoes, Parmesan cheese, Italian sausages",Italian
1789,"tomato paste, garlic, chicken base, salt, dried thyme, tomato sauce, dry red wine, ground round, dried basil, crushed red pepper, garlic salt, bay leafs, dried oregano, yellow onion, fresh mushrooms, extra virgin olive oil, Roma tomatoes",Italian
1790,"crusty Italian bread, salt, extra virgin olive oil, tomatoes, fresh basil leaves, red onion",Italian
1791,"salt, all-purpose flour, warm water, active dry yeast, cornmeal, vegetable oil",Italian
1792,"kosher salt, lean ground beef, whole milk, unsalted butter, provolone cheese, fresh thyme, black pepper, onions, extra-virgin olive oil, arborio rice, beef stock",Italian
1793,"kosher salt, baby spinach, asiago cheese, garlic powder, fresh parsley, Hood Heavy Cream, boneless skinless chicken breasts, ground black pepper, sea salt, italian seasonings, chicken broth, Parmesan cheese, baby bella mushrooms, garlic, ground black pepper, olive oil, all purpose flour, sun dried tomatoes",Italian
1794,"onions, salt, olive oil, tomatoes, bay leaves, carrots, salt, veal stock, olive oil, unsalted butter, pepper, saffron threads, marsala wine, flat leaf parsley, flour, lemon, orange, arborio rice, butter, celery, chicken broth, cheese, pepper, flat leaf parsley, garlic, veal shanks, garlic cloves",Italian
1795,"diced tomatoes, ground beef, shredded mozzarella, mozzarella cheese, dried basil, bell peppers, marinara, minced garlic, red pepper flakes, grated Parmesan cheese, sea salt, parsley flakes, cheese, minced onion, olive oil, dried oregano, ground Italian sausage",Italian
1796,"basil, balsamic dressing, mozzarella cheese, olive oil, roma tomato, chicken breasts, Italian loaf, pizza sauce",Italian
1797,"pepper, sandwich rolls, olive oil, mozzarella cheese, tomato, salt, basil pesto",Italian
1798,"olive oil, garlic, slivered almonds, small tomatoes, basil, Parmesan cheese, penne pasta",Italian
1799,"ground black pepper, raisins, pine nuts, saffron threads, anchovy fillets, pasta, salt, extra virgin olive oil, fennel, sardines, onion",Italian
1800,"pepper, ziti, red pepper flakes, Parmesan, italian sausage, garlic, spaghetti sauce, mozzarella, salt, kosher salt",Italian
1801,"olive oil, bread, red onions, salt, Roma tomatoes, ground black pepper, garlic olive oil, bread, basil, garlic",Italian
1802,"mozzarella cheese, ricotta, olive oil, large egg, crushed tomatoes, italian chicken sausage, fresh basil, parmigiano reggiano, onion, chopped parsley, garlic, butternut, black pepper",Italian
1803,"black pepper, shredded Parmesan cheese, sundried tomatoes, salt, olive oil, walnuts, spaghetti, baby arugula",Italian
1804,"mozzarella, San Marzano tomatoes, kosher salt, active dry yeast, sugar, 00 flour, extra-virgin olive oil, basil leaves",Italian
1805,"extra virgin olive oil, pecorino romano, ground black pepper, white mushrooms, fresh mint leaves, salt, Italian parsley leaves, dried bread crumbs, garlic cloves",Italian
1806,"fresh flat leaf parsley, capers, anchovies, tomato sauce, black olives, extra-virgin olive oil, garlic",Italian
1807,"large potatoes, fresh parsley, white wine vinegar, extra-virgin olive oil, garlic",Italian
1808,"chopped parsley, diced tomatoes, black pepper, extra-virgin olive oil, whole wheat spaghetti, ground turkey, grated Parmesan cheese, onion, crushed red pepper, salt, garlic",Italian
1809,"shredded mozzarella cheese, grated Parmesan cheese, ground black pepper, large eggs, chorizo, coarse sea salt, italian seasoning, extra-virgin olive oil, dried tomatoes",Italian
1810,"extra-virgin olive oil, garlic clove, basil, parsley, Parmesan cheese, red pepper, oregano, chicken breast, black pepper, egg whites",Italian
1811,"fresh parsley, diced yellow onion, pepper, garlic cloves, shrimp, shredded Parmesan cheese, basil, brown rice, italian seasoning, oil, salt",Italian
1812,"pepper, salt, gnocchi, pasta sauce, fresh mozzarella, heirloom tomatoes, basil leaves",Italian
1813,"mushrooms, Ragu® Chunky Pasta Sauce, fresh basil leaves, low-fat mozzarella cheese, baby spinach leaves, I Can't Believe It's Not Butter!® Spread, eggs",Italian
1814,"crushed tomatoes, ricotta cheese, italian seasoning, tomato sauce, dry red wine, ground beef, minced garlic, water, low sodium chicken broth, lasagna noodles, salt",Italian
1815,"sea salt, garlic scape pesto, pepper, whole wheat spaghetti noodles, tomatoes, asparagus",Italian
1816,"marinara sauce, grated Parmesan cheese, pepperoni, provolone cheese, mozzarella cheese, sliced bread, extra-virgin olive oil, dried oregano, minced garlic, vegetable",Italian
1817,"pizza sauce, olive oil, shredded mozzarella, sliced pepperoni, pizza dough",Italian
1818,"arborio rice, lemons, dry vermouth, garlic, shallots, grated Parmesan cheese, fresh basil, mascarpone cheese, vegetable stock, saffron, olive oil",Italian
1819,"kalamata olives, coarsely ground black pepper, capers, salt, fresh lemon juice, boneless skinless chicken breasts, basil, flour, dry white wine, pasta, reduced sodium chicken broth, olive oil",Italian
1820,"vegetable stock, lemon juice, anchovy filets, chard, Parmesan cheese, extra-virgin olive oil, white beans, country bread",Italian
1821,"kosher salt, active dry yeast, coarse sea salt, flour, extra virgin olive oil, warm water",Italian
1822,"canned tomatoes, passata, short pasta, olive oil, salt, garlic clove, grated Parmesan cheese, ricotta",Italian
1823,"butter, pepper, low sodium chicken broth, arborio rice, pecorino romano cheese, garlic, salt, sun dried tomatoes",Italian
1824,"scallions, minced garlic, fresh parsley, grated Parmesan cheese, all purpose flour, olive oil, half & half, chicken cutlets, chicken broth, fresh tomatoes, lemon zest, spaghetti, white wine, red pepper flakes, black pepper, olive oil, sea salt",Italian
1825,"large egg, pasta shells, Italian seasoning, ricotta cheese, pasta sauce, shredded mozzarella, Parmesan, diced tomatoes, sugar, frozen spinach",Italian
1826,"low fat cream, espresso powder, gelatine, low fat cream, dark chocolate, milk, dark chocolate, brown sugar",Italian
1827,"fresh parsley, extra-virgin olive oil, fresh thyme, black pepper, red wine vinegar, fresh basil, salt",Italian
1828,"dried oregano, instant yeast, kosher salt, garlic, unsalted butter, extra virgin olive oil, water, bread flour, red pepper flakes, kosher salt",Italian
1829,"yellow onion, mozzarella cheese, italian seasoning, garlic, artichoke hearts, coarse salt, grated Parmesan cheese, boneless skinless chicken breasts, flour, nutmeg, rigatoni pasta, whole milk, butter, olive oil, black pepper",Italian
1830,"grated Parmesan, tomato, angel hair pasta, lemon juice, fresh basil, dry white wine, olive oil, angel hair pasta, ground black pepper, garlic cloves",Italian
1831,"Parmesan cheese, angel hair pasta, fat free half and half, fresh basil, canned tomatoes, minced garlic",Italian
1832,"Italian seasoning, Roma tomatoes, dried basil, pizza crust, mozzarella cheese, nonstick spray",Italian
1833,"chopped parsley, cheese tortellini, Parmesan cheese, broccoli, chicken stock, garlic clove, bulk italian sausage",Italian
1834,"vanilla, all-purpose flour, shortening, eggs, all-purpose flour, egg white, shortening, Orange, confectioners sugar, shortening, confectioners sugar, ricotta cheese, salt",Italian
1835,"italian seasoning, fresh parsley, cherry tomatoes, olive oil, pepper, garlic cloves, crimini mushrooms, cauliflower, salt",Italian
1836,"egg yolk, cocoa powder, ricotta cheese, granulated sugar, coffee, granulated sugar, vanilla extract, non-stick cooking spray, light cream cheese, chocolate, egg whites, lady fingers",Italian
1837,"pasta, kosher salt, garlic, red pepper flakes, olive oil, grated Parmesan cheese, freshly ground black pepper, basil leaves, crushed tomatoes, shredded mozzarella cheese, sausage casings, heavy cream",Italian
1838,"all purpose flour, eggs, baking powder, vegetable oil, granulated sugar, anise extract, salt, vanilla extract",Italian
1839,"extra-virgin olive oil, crushed red pepper, chopped parsley, chicken stock, pancetta, long pasta, pecorino romano cheese, large eggs, ground black pepper",Italian
1840,"olive oil, lemon, ground pepper, butter, lemon, lemons, large shrimp, linguine pasta, fresh parsley, garlic",Italian
1841,"whole peppercorns, octopus, lemons, extra virgin olive oil, dry white wine, garlic, wine",Italian
1842,"lasagna noodles, spaghetti sauce, shredded mozzarella cheese, olive oil, ricotta cheese, grated Parmesan cheese",Italian
1843,"sultanas, salt, basil, extra virgin olive oil, capers, cherry tomatoes, garlic cloves, fusilli, anchovy fillets, blanched almonds",Italian
1844,"extra virgin olive oil, all-purpose flour, salsa, pecorino romano, egg yolks, sea salt, ricotta",Italian
1845,"salt, white onion, nutmeg, pepper, chicken breasts, zucchini, olive oil, Parmesan cheese, prosciutto, spinach, garlic cloves, ricotta, red wine",Italian
1846,"cheddar cheese, ground beef, Parmesan cheese, ricotta cheese, italian seasoning, hot dog buns, mozzarella cheese, granulated garlic, spaghetti sauce",Italian
1847,"garlic, extra virgin olive oil, freshly ground black pepper, asiago cheese, scallions, Parmesan, red pepper flakes, dried oregano",Italian
1848,"pesto, grated Parmesan, unsalted butter, milk, broccoli florets, red pepper flakes, eggs, kosher salt, polenta, extra-virgin olive oil, grated pecorino",Italian
1849,"spaghetti, kosher salt, frozen peas, Eggland's Best® eggs, dry white wine, olive oil, fresh basil, garlic, grated Parmesan cheese, pancetta, freshly ground black pepper",Italian
1850,"olive oil, ground black pepper, Parmigiano Reggiano, pecorino romano, tonnarelli, salt",Italian
1851,"Italian sausage, cooked pasta, onions, red bell pepper, Italian seasoning, shredded mozzarella cheese, pasta sauce",Italian
1852,"grated Parmesan cheese, pancetta, dry white wine, garlic, sea salt, spaghetti, fresh flat leaf parsley, coarsely ground black pepper, olive oil, eggs",Italian
1853,"oregano, Parmesan cheese, penne pasta, basil, mozzarella cheese, flour, butter, tomato sauce, thyme, milk, garlic",Italian
1854,"small onion, red wine, shredded mozzarella cheese, pasta, pasta sauce, lean ground beef, minced garlic, butter, ricotta cheese, olive oil, water, lasagna noodles, beef broth, Italian seasoning, Parmesan cheese",Italian
1855,"Italian seasoning, olive oil, carrots, water, fennel bulbs, garlic salt, dried parsley, black pepper, small potatoes, boneless pork shoulder roast, fennel seeds",Italian
1856,"grated Parmesan cheese, butter, dry white wine, extra virgin olive oil, pepper, chicken stock, salt, short grain rice, garlic, fresh thyme, mushroom",Italian
1857,"ground black pepper, garlic, pine nuts, baguette, pesto, tomato, grated pecorino cheese, lemon juice, kosher salt, fresh basil leaves, olive oil, extra-virgin olive oil, red onion, mozzarella",Italian
1858,"cremini mushrooms, onion, sea salt, extra-virgin olive oil, red bell pepper, black pepper, Italian bread",Italian
1859,"tuna, olive oil, muenster cheese, fresh spinach, paprika powder, bread, sun dried tomato",Italian
1860,"oil-packed sun-dried tomatoes, white wine, prosciutto, pesto, white onion, garlic, fusilli pasta",Italian
